participant_ID,program_ID,overall_engagement,overall_pre_interest
5111,5,2,3.6666666666666665
5111,5,2.5,3.6666666666666665
5111,5,1,3.6666666666666665
5111,5,4,3.6666666666666665
5111,5,3.5,3.6666666666666665
5111,5,3.5,3.6666666666666665
5111,5,3,3.6666666666666665
5111,5,1,3.6666666666666665
5111,5,4,3.6666666666666665
5111,5,4,3.6666666666666665
5111,5,4,3.6666666666666665
5111,5,1.75,3.6666666666666665
5111,5,1.5,3.6666666666666665
5111,5,2.75,3.6666666666666665
5111,5,1,3.6666666666666665
5111,5,2.25,3.6666666666666665
5112,5,4,4
5112,5,4,4
5112,5,2.5,4
5112,5,4,4
5112,5,4,4
5112,5,4,4
5112,5,4,4
5112,5,4,4
5112,5,1.25,4
5112,5,4,4
5112,5,4,4
5112,5,4,4
5112,5,3.75,4
5112,5,4,4
5112,5,4,4
5112,5,1,4
5112,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,3.25,4
5113,5,2.5,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5113,5,4,4
5115,5,2.5,3.6666666666666665
5115,5,3.5,3.6666666666666665
5115,5,3.75,3.6666666666666665
5115,5,2,3.6666666666666665
5115,5,2.5,3.6666666666666665
5115,5,3.5,3.6666666666666665
5115,5,2,3.6666666666666665
5115,5,2.5,3.6666666666666665
5115,5,4,3.6666666666666665
5115,5,2.75,3.6666666666666665
5115,5,2.75,3.6666666666666665
5115,5,2,3.6666666666666665
5115,5,2.25,3.6666666666666665
5115,5,3,3.6666666666666665
5115,5,2.5,3.6666666666666665
5115,5,3.5,3.6666666666666665
5115,5,2,3.6666666666666665
5115,5,3,3.6666666666666665
5115,5,2.5,3.6666666666666665
5115,5,2.25,3.6666666666666665
5115,5,2.75,3.6666666666666665
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5116,5,4,4
5118,5,1.5,4
5118,5,1.75,4
5118,5,1.75,4
5118,5,1.75,4
5118,5,2.5,4
5118,5,1,4
5118,5,1,4
5118,5,1,4
5118,5,2.5,4
5118,5,1,4
5118,5,2.5,4
5118,5,2.5,4
5118,5,2.5,4
5119,5,2,3.3333333333333335
5119,5,1,3.3333333333333335
5119,5,1,3.3333333333333335
5119,5,1,3.3333333333333335
5119,5,1,3.3333333333333335
5119,5,1,3.3333333333333335
5119,5,1,3.3333333333333335
5119,5,2.5,3.3333333333333335
5119,5,2.25,3.3333333333333335
5119,5,1.25,3.3333333333333335
5119,5,1,3.3333333333333335
5120,5,3,4
5120,5,1.75,4
5120,5,2,4
5120,5,2.5,4
5120,5,1,4
5120,5,3.25,4
5120,5,2.25,4
5120,5,1.75,4
5120,5,1.25,4
5120,5,2.25,4
5120,5,2,4
5120,5,2.75,4
5120,5,1.75,4
5120,5,1.25,4
5121,5,3.25,3.6666666666666665
5121,5,2.75,3.6666666666666665
5121,5,2.5,3.6666666666666665
5121,5,3,3.6666666666666665
5121,5,1,3.6666666666666665
5121,5,1.75,3.6666666666666665
5121,5,2.5,3.6666666666666665
5121,5,2.75,3.6666666666666665
5121,5,3.5,3.6666666666666665
5121,5,1,3.6666666666666665
5121,5,2,3.6666666666666665
5121,5,2.25,3.6666666666666665
5121,5,2.75,3.6666666666666665
5121,5,2.5,3.6666666666666665
5121,5,2.5,3.6666666666666665
5121,5,2.5,3.6666666666666665
5121,5,2.75,3.6666666666666665
5121,5,2.5,3.6666666666666665
5121,5,2.5,3.6666666666666665
5122,5,2.5,4
5122,5,2.5,4
5122,5,2.25,4
5122,5,2.75,4
5122,5,1.5,4
5122,5,2.5,4
5122,5,2.75,4
5122,5,2.5,4
5122,5,2.5,4
5122,5,3,4
5122,5,2.5,4
5122,5,2.75,4
5122,5,3,4
5122,5,2.75,4
5122,5,3,4
5122,5,2.75,4
5122,5,3,4
5123,5,3,3.6666666666666665
5123,5,2.75,3.6666666666666665
5123,5,3,3.6666666666666665
5123,5,2.5,3.6666666666666665
5123,5,2.75,3.6666666666666665
5123,5,3.75,3.6666666666666665
5123,5,3.25,3.6666666666666665
5123,5,2.5,3.6666666666666665
5124,5,1.5,3.6666666666666665
5124,5,4,3.6666666666666665
5124,5,2,3.6666666666666665
5124,5,1.75,3.6666666666666665
5124,5,1.75,3.6666666666666665
5124,5,1.25,3.6666666666666665
5124,5,1,3.6666666666666665
5125,5,2.5,3.6666666666666665
5125,5,2.5,3.6666666666666665
5125,5,2,3.6666666666666665
5125,5,2.25,3.6666666666666665
5126,5,3.25,4
5126,5,2.75,4
5126,5,2.5,4
5126,5,3,4
5126,5,3.25,4
5126,5,2.75,4
5126,5,3.5,4
5126,5,2.75,4
5126,5,2.75,4
5126,5,2.75,4
5126,5,2.25,4
5126,5,2.5,4
5126,5,2.75,4
5126,5,2.25,4
5126,5,2.5,4
5128,5,4,4
5128,5,4,4
5128,5,1,4
5128,5,1,4
5129,5,3,4
5129,5,3,4
5129,5,2.75,4
5129,5,3,4
5129,5,1,4
5129,5,1,4
5129,5,2.25,4
5129,5,1.25,4
5129,5,3,4
5129,5,2.25,4
5129,5,2.5,4
5129,5,2.5,4
5129,5,2.25,4
5129,5,2.5,4
6199,6,4,NA
6199,6,4,NA
6199,6,3.5,NA
6199,6,1,NA
6199,6,4,NA
6199,6,3.25,NA
6131,6,3,3
6131,6,3.25,3
6131,6,3.25,3
6131,6,3,3
6131,6,3,3
6131,6,3,3
6131,6,3,3
6131,6,3.25,3
6131,6,3,3
6131,6,3,3
6131,6,3,3
6131,6,3,3
6133,6,3,2
6133,6,3,2
6133,6,3.5,2
6133,6,3,2
6133,6,2.75,2
6133,6,3,2
6133,6,3,2
6133,6,3,2
6133,6,3,2
6133,6,3.75,2
6133,6,2,2
6133,6,2.75,2
6133,6,3.25,2
6133,6,3,2
6133,6,2.25,2
6133,6,3.25,2
6133,6,2.5,2
6133,6,2,2
6133,6,2.25,2
6133,6,2,2
6133,6,2,2
6134,6,4,4
6134,6,4,4
6134,6,4,4
6134,6,4,4
6134,6,1.75,4
6134,6,3.75,4
6134,6,2.5,4
6134,6,3.75,4
6134,6,4,4
6134,6,4,4
6134,6,4,4
6135,6,1.25,3.3333333333333335
6135,6,1.5,3.3333333333333335
6135,6,2.5,3.3333333333333335
6135,6,2,3.3333333333333335
6135,6,1,3.3333333333333335
6135,6,2.5,3.3333333333333335
6135,6,1.75,3.3333333333333335
6135,6,1.25,3.3333333333333335
6135,6,2,3.3333333333333335
6135,6,1.5,3.3333333333333335
6135,6,1,3.3333333333333335
6135,6,1,3.3333333333333335
6135,6,2.5,3.3333333333333335
6135,6,2,3.3333333333333335
6135,6,3,3.3333333333333335
6135,6,3,3.3333333333333335
6136,6,3.75,4
6136,6,3.25,4
6136,6,2.75,4
6136,6,3,4
6136,6,2.75,4
6136,6,3.25,4
6136,6,3,4
6136,6,2.75,4
6136,6,3,4
6136,6,2.75,4
6137,6,4,3.3333333333333335
6137,6,4,3.3333333333333335
6137,6,3.75,3.3333333333333335
6137,6,2.5,3.3333333333333335
6137,6,3.25,3.3333333333333335
6137,6,3.5,3.3333333333333335
6137,6,4,3.3333333333333335
6137,6,3,3.3333333333333335
6137,6,3,3.3333333333333335
6137,6,3,3.3333333333333335
6137,6,2.25,3.3333333333333335
6137,6,2.75,3.3333333333333335
6137,6,3.25,3.3333333333333335
6137,6,2.75,3.3333333333333335
6137,6,1.25,3.3333333333333335
6138,6,2.5,2.3333333333333335
6138,6,3.25,2.3333333333333335
6138,6,2.25,2.3333333333333335
6138,6,2.75,2.3333333333333335
6139,6,2.25,NA
6139,6,2.75,NA
6139,6,2.25,NA
6140,6,3.25,3.6666666666666665
6140,6,3,3.6666666666666665
6140,6,4,3.6666666666666665
6140,6,3.75,3.6666666666666665
6140,6,4,3.6666666666666665
6140,6,3.25,3.6666666666666665
6140,6,4,3.6666666666666665
6140,6,3.75,3.6666666666666665
6140,6,4,3.6666666666666665
6140,6,4,3.6666666666666665
6140,6,3.75,3.6666666666666665
6140,6,3.25,3.6666666666666665
6140,6,3.25,3.6666666666666665
6140,6,3,3.6666666666666665
6140,6,3.25,3.6666666666666665
6140,6,2.25,3.6666666666666665
6140,6,4,3.6666666666666665
6140,6,4,3.6666666666666665
6141,6,2.25,2.6666666666666665
6141,6,4,2.6666666666666665
6141,6,2.5,2.6666666666666665
6141,6,3.5,2.6666666666666665
6141,6,1,2.6666666666666665
6141,6,2.75,2.6666666666666665
6141,6,2,2.6666666666666665
6141,6,2.5,2.6666666666666665
6141,6,2,2.6666666666666665
6141,6,1.75,2.6666666666666665
6141,6,1.75,2.6666666666666665
6141,6,3,2.6666666666666665
6141,6,3.25,2.6666666666666665
6141,6,2.25,2.6666666666666665
6142,6,3.5,3.5
6142,6,3,3.5
6142,6,3.25,3.5
6143,6,3,1.6666666666666667
6143,6,1.25,1.6666666666666667
6143,6,3,1.6666666666666667
6143,6,3,1.6666666666666667
6143,6,3,1.6666666666666667
6143,6,3.75,1.6666666666666667
6143,6,3,1.6666666666666667
6143,6,3,1.6666666666666667
6143,6,3.25,1.6666666666666667
6143,6,3.75,1.6666666666666667
6143,6,3,1.6666666666666667
6143,6,2.75,1.6666666666666667
6143,6,3.75,1.6666666666666667
6143,6,3.25,1.6666666666666667
6144,6,3,4
6144,6,4,4
6144,6,3.25,4
6144,6,4,4
6144,6,4,4
6144,6,4,4
6144,6,4,4
6144,6,4,4
6144,6,4,4
6144,6,4,4
6144,6,4,4
6145,6,2.25,NA
6145,6,3,NA
6145,6,3,NA
6145,6,2.5,NA
6145,6,3,NA
6145,6,2.75,NA
6145,6,2,NA
6145,6,3,NA
6145,6,1.25,NA
6145,6,3.75,NA
6145,6,3,NA
6145,6,3.25,NA
6145,6,3.25,NA
6145,6,2.75,NA
6146,6,4,3.6666666666666665
6146,6,3.75,3.6666666666666665
6146,6,3.75,3.6666666666666665
6146,6,3.25,3.6666666666666665
6146,6,4,3.6666666666666665
6146,6,2.25,3.6666666666666665
6146,6,2.75,3.6666666666666665
6146,6,2.5,3.6666666666666665
6146,6,2.75,3.6666666666666665
6146,6,3.25,3.6666666666666665
6146,6,2.25,3.6666666666666665
6147,6,4,3.6666666666666665
6147,6,3.5,3.6666666666666665
6147,6,3.25,3.6666666666666665
6147,6,1.75,3.6666666666666665
6147,6,4,3.6666666666666665
6147,6,2.5,3.6666666666666665
6147,6,2,3.6666666666666665
6147,6,4,3.6666666666666665
6147,6,3.5,3.6666666666666665
6147,6,3.75,3.6666666666666665
6147,6,2.75,3.6666666666666665
6147,6,3.25,3.6666666666666665
6147,6,3.5,3.6666666666666665
6147,6,3.25,3.6666666666666665
6147,6,3.5,3.6666666666666665
6147,6,3,3.6666666666666665
6147,6,4,3.6666666666666665
6147,6,2.75,3.6666666666666665
6147,6,2.75,3.6666666666666665
6147,6,2.75,3.6666666666666665
6147,6,3.25,3.6666666666666665
6147,6,2.5,3.6666666666666665
6148,6,1.25,4
6148,6,1.25,4
6148,6,3.5,4
6148,6,1.75,4
6148,6,1,4
6148,6,2.5,4
6148,6,1.25,4
6148,6,1.5,4
6148,6,1,4
6148,6,1,4
6148,6,1.25,4
6148,6,1.75,4
6148,6,1,4
6148,6,3.25,4
6149,6,3.5,4
6149,6,3,4
6149,6,2.75,4
6149,6,3.5,4
6149,6,2.25,4
6149,6,2,4
6149,6,2.75,4
6149,6,2.5,4
6149,6,2.5,4
6149,6,3,4
6150,6,3.25,2
6150,6,2.5,2
6150,6,4,2
6150,6,3.5,2
6150,6,2,2
6150,6,2.5,2
6150,6,2.25,2
6150,6,2.5,2
6150,6,2.75,2
6150,6,2.75,2
6150,6,1.75,2
6150,6,2.25,2
6151,6,3,3.6666666666666665
6151,6,3.25,3.6666666666666665
6151,6,2.75,3.6666666666666665
6151,6,3.5,3.6666666666666665
6151,6,4,3.6666666666666665
6151,6,3.25,3.6666666666666665
6151,6,3.5,3.6666666666666665
6151,6,3.5,3.6666666666666665
6151,6,2.75,3.6666666666666665
6151,6,3.25,3.6666666666666665
6151,6,3.25,3.6666666666666665
6151,6,3.5,3.6666666666666665
6151,6,2.75,3.6666666666666665
6151,6,2.75,3.6666666666666665
6151,6,2.75,3.6666666666666665
6151,6,2.75,3.6666666666666665
6153,6,3.25,NA
6153,6,3.75,NA
6153,6,4,NA
6153,6,3,NA
6153,6,3.75,NA
6153,6,4,NA
6153,6,4,NA
6153,6,4,NA
6153,6,3.25,NA
6153,6,3.75,NA
6153,6,2.75,NA
6153,6,3.5,NA
6153,6,3.5,NA
6153,6,3.25,NA
6153,6,3,NA
6155,6,1,3
6155,6,4,3
6155,6,4,3
6155,6,3.25,3
6155,6,4,3
6155,6,3,3
6155,6,4,3
6155,6,3.25,3
6155,6,2,3
6155,6,4,3
6155,6,4,3
6155,6,2.5,3
6155,6,3.25,3
6155,6,4,3
6155,6,3.25,3
6155,6,4,3
6155,6,3.25,3
6155,6,4,3
6155,6,4,3
6156,6,3.5,2.6666666666666665
6156,6,2.5,2.6666666666666665
6156,6,4,2.6666666666666665
6156,6,3.5,2.6666666666666665
6156,6,2.5,2.6666666666666665
6156,6,4,2.6666666666666665
6156,6,3.5,2.6666666666666665
6156,6,4,2.6666666666666665
6156,6,1,2.6666666666666665
6156,6,4,2.6666666666666665
6156,6,3.25,2.6666666666666665
6156,6,2.5,2.6666666666666665
6130,6,2.25,NA
6130,6,3.5,NA
6130,6,4,NA
6130,6,3.75,NA
6130,6,3.25,NA
6130,6,4,NA
6130,6,3.25,NA
6130,6,3.25,NA
6130,6,2.5,NA
6130,6,2.75,NA
6130,6,4,NA
6130,6,3.75,NA
6158,6,4,3.6666666666666665
6158,6,4,3.6666666666666665
6158,6,1,3.6666666666666665
6158,6,3.25,3.6666666666666665
6158,6,1,3.6666666666666665
6158,6,4,3.6666666666666665
6158,6,4,3.6666666666666665
6158,6,4,3.6666666666666665
6158,6,4,3.6666666666666665
6158,6,3,3.6666666666666665
6158,6,1,3.6666666666666665
6158,6,3,3.6666666666666665
6158,6,3.25,3.6666666666666665
6158,6,3,3.6666666666666665
6158,6,3,3.6666666666666665
6158,6,3.75,3.6666666666666665
6158,6,3.75,3.6666666666666665
6159,6,3.75,3.6666666666666665
6159,6,3,3.6666666666666665
6159,6,3.5,3.6666666666666665
6159,6,2.75,3.6666666666666665
6159,6,4,3.6666666666666665
6159,6,1.25,3.6666666666666665
6159,6,3,3.6666666666666665
6159,6,2.25,3.6666666666666665
6159,6,1.5,3.6666666666666665
6159,6,2.75,3.6666666666666665
6159,6,2,3.6666666666666665
6159,6,1,3.6666666666666665
6159,6,1.5,3.6666666666666665
6159,6,3.25,3.6666666666666665
6159,6,1.5,3.6666666666666665
6159,6,3.5,3.6666666666666665
6159,6,2.25,3.6666666666666665
6159,6,2,3.6666666666666665
7160,7,1.25,2.6666666666666665
7160,7,2.25,2.6666666666666665
7160,7,2.25,2.6666666666666665
7160,7,2.25,2.6666666666666665
7160,7,2,2.6666666666666665
7160,7,2.25,2.6666666666666665
7160,7,2.25,2.6666666666666665
7160,7,1.75,2.6666666666666665
7160,7,1.5,2.6666666666666665
7160,7,2,2.6666666666666665
7160,7,2,2.6666666666666665
7160,7,2.75,2.6666666666666665
7160,7,3,2.6666666666666665
7160,7,3.25,2.6666666666666665
7160,7,4,2.6666666666666665
7160,7,2.25,2.6666666666666665
7160,7,4,2.6666666666666665
7160,7,2.75,2.6666666666666665
7160,7,3,2.6666666666666665
7160,7,4,2.6666666666666665
7160,7,2.5,2.6666666666666665
7160,7,2,2.6666666666666665
7160,7,2.75,2.6666666666666665
7161,7,3,2.6666666666666665
7161,7,2.25,2.6666666666666665
7161,7,3.5,2.6666666666666665
7161,7,1,2.6666666666666665
7161,7,3,2.6666666666666665
7161,7,3,2.6666666666666665
7161,7,3,2.6666666666666665
7161,7,2.75,2.6666666666666665
7161,7,4,2.6666666666666665
7161,7,2.5,2.6666666666666665
7161,7,3.25,2.6666666666666665
7161,7,3.25,2.6666666666666665
7161,7,2.5,2.6666666666666665
7161,7,3,2.6666666666666665
7161,7,2.5,2.6666666666666665
7161,7,3.25,2.6666666666666665
7161,7,3.5,2.6666666666666665
7162,7,2.25,NA
7162,7,1.75,NA
7162,7,2.5,NA
7162,7,3.5,NA
7162,7,3,NA
7162,7,2.75,NA
7162,7,2,NA
7162,7,2.75,NA
7162,7,3.5,NA
7163,7,2.5,2.5
7163,7,2.5,2.5
7163,7,2.25,2.5
7163,7,2.25,2.5
7163,7,2.25,2.5
7163,7,2.5,2.5
7163,7,1,2.5
7163,7,1,2.5
7166,7,3.5,3.3333333333333335
7166,7,3,3.3333333333333335
7166,7,2.75,3.3333333333333335
7166,7,3.25,3.3333333333333335
7167,7,3,3.6666666666666665
7167,7,2.25,3.6666666666666665
7167,7,2.5,3.6666666666666665
7167,7,3.25,3.6666666666666665
7167,7,2.25,3.6666666666666665
7167,7,2.75,3.6666666666666665
7167,7,2,3.6666666666666665
7167,7,2.5,3.6666666666666665
7167,7,2.5,3.6666666666666665
7167,7,2.75,3.6666666666666665
7167,7,3,3.6666666666666665
7167,7,2.75,3.6666666666666665
7167,7,3,3.6666666666666665
7167,7,4,3.6666666666666665
7168,7,2.25,4
7168,7,1,4
7168,7,3,4
7168,7,1.75,4
7168,7,1,4
7168,7,4,4
7168,7,4,4
7169,7,3,1
7169,7,4,1
7169,7,2.75,1
7169,7,1,1
7169,7,2.5,1
7169,7,3,1
7169,7,2.75,1
7169,7,1.5,1
7169,7,2.75,1
7169,7,2.75,1
7169,7,2.5,1
7169,7,2.5,1
7169,7,2.5,1
7169,7,3,1
7169,7,3,1
7169,7,2.25,1
7171,7,3.25,4
7171,7,3.75,4
7171,7,3.5,4
7171,7,3.25,4
7171,7,4,4
7171,7,4,4
7171,7,4,4
7171,7,4,4
7171,7,4,4
7171,7,4,4
7171,7,4,4
7173,7,3.75,4
7173,7,4,4
7173,7,3.75,4
7173,7,3.75,4
7173,7,4,4
7173,7,4,4
7173,7,4,4
7173,7,2.75,4
7173,7,4,4
7173,7,4,4
7173,7,4,4
7173,7,4,4
7174,7,3.5,3.6666666666666665
7174,7,3.25,3.6666666666666665
7174,7,3.25,3.6666666666666665
7174,7,2.25,3.6666666666666665
7174,7,3.75,3.6666666666666665
7174,7,4,3.6666666666666665
7174,7,4,3.6666666666666665
7174,7,3.25,3.6666666666666665
7174,7,3.75,3.6666666666666665
7174,7,3.5,3.6666666666666665
7174,7,4,3.6666666666666665
7174,7,4,3.6666666666666665
7174,7,4,3.6666666666666665
7174,7,4,3.6666666666666665
7174,7,4,3.6666666666666665
7174,7,2.75,3.6666666666666665
7174,7,3,3.6666666666666665
7174,7,2.5,3.6666666666666665
7174,7,2.25,3.6666666666666665
7174,7,3,3.6666666666666665
7174,7,1.5,3.6666666666666665
7174,7,2.5,3.6666666666666665
7174,7,1.75,3.6666666666666665
7174,7,2.75,3.6666666666666665
7175,7,4,NA
7175,7,3.5,NA
7175,7,4,NA
7175,7,4,NA
7175,7,4,NA
7175,7,4,NA
7175,7,4,NA
7175,7,4,NA
7175,7,4,NA
7179,7,2,2.5
7179,7,2,2.5
7179,7,2,2.5
7179,7,2,2.5
7179,7,3,2.5
7179,7,2.5,2.5
7179,7,2.75,2.5
7179,7,2.75,2.5
7179,7,2.25,2.5
7179,7,2.75,2.5
7179,7,2,2.5
7179,7,2.75,2.5
7179,7,2.5,2.5
7179,7,2.75,2.5
7179,7,2.75,2.5
7180,7,2,1.6666666666666667
7181,7,3.5,NA
7181,7,4,NA
7181,7,1,NA
7181,7,3.75,NA
7181,7,3.25,NA
7181,7,3.5,NA
7182,7,1.6666666666666667,3
7182,7,3.3333333333333335,3
7182,7,3.6666666666666665,3
7182,7,3,3
7182,7,3.5,3
7182,7,2.5,3
7182,7,3,3
7182,7,3,3
7182,7,3.25,3
7183,7,1,4
7183,7,1,4
7183,7,3.75,4
7183,7,1,4
7183,7,3.5,4
7183,7,3.75,4
7183,7,3.75,4
7183,7,3.25,4
7183,7,3.75,4
7183,7,3.75,4
7183,7,4,4
7183,7,3.75,4
7183,7,3.5,4
7183,7,3.5,4
7183,7,2.5,4
7183,7,4,4
7163,7,3.25,2.5
7163,7,3.5,2.5
7163,7,2.75,2.5
7163,7,3.25,2.5
7163,7,3.25,2.5
7163,7,3.75,2.5
7163,7,3.25,2.5
7163,7,3.25,2.5
8188,8,3.5,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,3.75,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,3.25,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,3.25,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,3.25,3.6666666666666665
8188,8,4,3.6666666666666665
8188,8,1,3.6666666666666665
8188,8,3.75,3.6666666666666665
8189,8,4,3
8189,8,4,3
8189,8,3.5,3
8189,8,4,3
8189,8,4,3
8189,8,4,3
8189,8,4,3
8189,8,4,3
8189,8,4,3
8189,8,4,3
8189,8,1,3
8189,8,4,3
8189,8,4,3
8189,8,4,3
8189,8,1,3
8189,8,1,3
8189,8,1,3
8189,8,1.25,3
8189,8,1,3
8190,8,3.25,3.3333333333333335
8190,8,3.25,3.3333333333333335
8190,8,3.25,3.3333333333333335
8190,8,4,3.3333333333333335
8190,8,2.75,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,2.25,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,3,3.3333333333333335
8190,8,2.25,3.3333333333333335
8190,8,2.75,3.3333333333333335
8190,8,2.75,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,2,3.3333333333333335
8190,8,2.25,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,3,3.3333333333333335
8190,8,3,3.3333333333333335
8190,8,2.5,3.3333333333333335
8190,8,2.75,3.3333333333333335
8192,8,4,1.5
8192,8,3.5,1.5
8192,8,3.5,1.5
8192,8,4,1.5
8192,8,2.5,1.5
8192,8,1.75,1.5
8192,8,3,1.5
8192,8,2.5,1.5
8194,8,2.75,4
8194,8,3.75,4
8194,8,2.75,4
8194,8,3.75,4
8194,8,3.25,4
8194,8,3.75,4
8194,8,3,4
8194,8,3,4
8194,8,2.75,4
8194,8,3,4
8195,8,1,3.3333333333333335
8195,8,4,3.3333333333333335
8195,8,3,3.3333333333333335
8195,8,2.5,3.3333333333333335
8195,8,3,3.3333333333333335
8197,8,4,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,3.25,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,4,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,4,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,3.5,3
8197,8,4,3
8197,8,3.5,3
8197,8,3.5,3
8198,8,4,2.6666666666666665
8198,8,3.75,2.6666666666666665
8198,8,3.75,2.6666666666666665
8198,8,3.25,2.6666666666666665
8198,8,3.5,2.6666666666666665
8198,8,3.25,2.6666666666666665
8198,8,3.25,2.6666666666666665
8198,8,3,2.6666666666666665
8198,8,3,2.6666666666666665
8198,8,3.25,2.6666666666666665
8198,8,3.25,2.6666666666666665
8198,8,2.75,2.6666666666666665
8199,8,3.75,3.6666666666666665
8199,8,2.5,3.6666666666666665
8199,8,4,3.6666666666666665
8199,8,4,3.6666666666666665
8199,8,3.25,3.6666666666666665
8199,8,3.5,3.6666666666666665
8199,8,3.5,3.6666666666666665
8199,8,2,3.6666666666666665
8199,8,3.75,3.6666666666666665
8199,8,3.75,3.6666666666666665
8199,8,3.5,3.6666666666666665
8199,8,3.25,3.6666666666666665
8199,8,3.5,3.6666666666666665
8199,8,3,3.6666666666666665
8199,8,3,3.6666666666666665
8199,8,2.25,3.6666666666666665
8199,8,2,3.6666666666666665
8199,8,3.5,3.6666666666666665
8199,8,1.75,3.6666666666666665
8199,8,3.5,3.6666666666666665
8199,8,2.5,3.6666666666666665
8199,8,2.5,3.6666666666666665
8199,8,1.75,3.6666666666666665
8199,8,2.5,3.6666666666666665
8204,8,3.5,3
8204,8,3.5,3
8204,8,2,3
8204,8,3.25,3
8204,8,3.25,3
8204,8,3,3
8204,8,2,3
8204,8,3,3
8204,8,2,3
8204,8,3,3
8204,8,3,3
8204,8,2.5,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8204,8,3,3
8205,8,3.75,3.6666666666666665
8205,8,1.25,3.6666666666666665
8205,8,2.5,3.6666666666666665
8205,8,1.5,3.6666666666666665
8205,8,3.5,3.6666666666666665
8205,8,2,3.6666666666666665
8205,8,3.75,3.6666666666666665
8205,8,1.75,3.6666666666666665
8205,8,3.25,3.6666666666666665
8205,8,3.25,3.6666666666666665
8205,8,3.25,3.6666666666666665
8205,8,2.5,3.6666666666666665
8205,8,2,3.6666666666666665
8205,8,3,3.6666666666666665
8205,8,3,3.6666666666666665
8205,8,3,3.6666666666666665
8205,8,2.25,3.6666666666666665
8205,8,2.25,3.6666666666666665
8205,8,2.5,3.6666666666666665
8205,8,4,3.6666666666666665
8206,8,2.5,3
8206,8,2.5,3
8206,8,2.75,3
8206,8,3.25,3
8206,8,3,3
8206,8,3.5,3
8206,8,3,3
8206,8,2,3
8206,8,2.5,3
8206,8,2.5,3
8206,8,2,3
8206,8,2.25,3
8207,8,2.75,2.3333333333333335
8207,8,2.25,2.3333333333333335
8207,8,2.25,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8207,8,1,2.3333333333333335
8208,8,3,3.3333333333333335
8208,8,3,3.3333333333333335
8208,8,2.75,3.3333333333333335
8208,8,3,3.3333333333333335
8208,8,3.5,3.3333333333333335
8208,8,2,3.3333333333333335
8208,8,3,3.3333333333333335
8208,8,3.25,3.3333333333333335
8208,8,3.5,3.3333333333333335
8208,8,2.75,3.3333333333333335
8208,8,2.75,3.3333333333333335
8208,8,2.25,3.3333333333333335
8208,8,3,3.3333333333333335
8208,8,3,3.3333333333333335
8208,8,3,3.3333333333333335
8208,8,2.5,3.3333333333333335
8208,8,2.75,3.3333333333333335
8208,8,2.75,3.3333333333333335
8208,8,3,3.3333333333333335
8208,8,2.75,3.3333333333333335
8208,8,2.75,3.3333333333333335
8208,8,2.25,3.3333333333333335
8208,8,2.5,3.3333333333333335
8209,8,4,2.3333333333333335
8209,8,3.75,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,3.75,2.3333333333333335
8209,8,2.75,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,3,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,3.25,2.3333333333333335
8209,8,3.25,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,4,2.3333333333333335
8209,8,3.75,2.3333333333333335
