     4.000     3.000     3.000     2.000     3.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     1.000     4.000     0.000     0.000     0.000     0.000     0.032     0.000     0.968     7.000
     3.000     1.000     4.000     1.000     4.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     3.000
     3.000     1.000     3.000     3.000     4.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     3.000
     3.000     3.000     3.000     2.000     3.000     0.000     0.000     0.000     0.000     0.034     0.000     0.966     7.000
     3.000     4.000     2.000     3.000     4.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     2.000
     3.000     2.000     4.000     1.000     4.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     3.000     4.000     0.000     0.000     0.000     0.000     0.023     0.000     0.977     7.000
     3.000     3.000     4.000     1.000     4.000     0.000     0.000     0.000     0.001     0.025     0.000     0.975     7.000
     3.000     3.000     3.000     2.000     3.000     0.000     0.000     0.000     0.000     0.034     0.000     0.966     7.000
     4.000     4.000     3.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     4.000     4.000     3.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     4.000     4.000     3.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     3.000     3.000     3.000     3.000     3.000     0.000     0.000     0.000     0.000     0.029     0.000     0.971     7.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     3.000     2.000     3.000     3.000     3.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     4.000     2.000     3.000     1.000     4.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     3.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     3.000     4.000     3.000     3.000     3.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     2.000
     3.000     2.000     3.000     3.000     2.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     4.000     4.000     4.000     1.000     3.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
     2.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     6.000
     4.000     4.000     4.000     2.000     4.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000
