     4.000     3.000     3.000     2.000     3.000     0.000     0.000     0.053     0.895     0.052     0.000     0.000     4.000
     3.000     3.000     3.000     1.000     4.000     0.000     0.000     0.101     0.891     0.000     0.000     0.007     4.000
     3.000     1.000     4.000     1.000     4.000     0.000     0.000     0.402     0.572     0.000     0.000     0.026     4.000
     3.000     1.000     3.000     3.000     4.000     0.005     0.000     0.020     0.000     0.973     0.001     0.000     5.000
     3.000     3.000     3.000     2.000     3.000     0.000     0.000     0.836     0.079     0.084     0.000     0.000     3.000
     3.000     4.000     2.000     3.000     4.000     0.000     0.000     0.004     0.000     0.979     0.017     0.000     5.000
     3.000     2.000     4.000     1.000     4.000     0.000     0.000     0.088     0.903     0.000     0.000     0.009     4.000
     3.000     3.000     3.000     3.000     4.000     0.000     0.000     0.003     0.000     0.976     0.020     0.000     5.000
     3.000     3.000     4.000     1.000     4.000     0.000     0.000     0.013     0.984     0.000     0.000     0.002     4.000
     3.000     3.000     3.000     2.000     3.000     0.000     0.000     0.836     0.079     0.084     0.000     0.000     3.000
     4.000     4.000     3.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     4.000     4.000     3.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     4.000     4.000     3.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     3.000     3.000     3.000     3.000     3.000     0.001     0.000     0.005     0.000     0.990     0.004     0.000     5.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     3.000     2.000     3.000     3.000     3.000     0.003     0.000     0.012     0.000     0.984     0.001     0.000     5.000
     4.000     2.000     3.000     1.000     4.000     0.000     0.000     0.005     0.995     0.000     0.000     0.000     4.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     3.000     4.000     3.000     3.000     3.000     0.000     0.000     0.002     0.000     0.980     0.018     0.000     5.000
     3.000     2.000     3.000     3.000     2.000     0.005     0.000     0.018     0.000     0.977     0.000     0.000     5.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     4.000     4.000     4.000     1.000     3.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     2.000     4.000     4.000     1.000     4.000     0.000     0.000     0.026     0.077     0.000     0.000     0.896     7.000
     4.000     4.000     4.000     2.000     4.000     0.000     0.000     0.000     0.997     0.002     0.001     0.000     4.000
     1.000     1.000     4.000     1.000     4.000     0.000     0.006     0.001     0.000     0.000     0.000     0.993     7.000
     3.000     4.000     3.000     2.000     3.000     0.000     0.000     0.518     0.352     0.130     0.000     0.000     3.000
     4.000     4.000     3.000     3.000     3.000     0.000     0.000     0.000     0.001     0.553     0.446     0.000     5.000
     4.000     4.000     4.000     1.000     4.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     4.000
     1.000     3.000     3.000     1.000     4.000     0.000     0.001     0.001     0.000     0.000     0.000     0.999     7.000
     3.000     3.000     2.000     2.000     2.000     0.000     0.000     0.974     0.002     0.024     0.000     0.000     3.000
     2.000     2.000     2.000     3.000     2.000     0.902     0.000     0.033     0.000     0.065     0.000     0.000     1.000
     3.000     3.000     3.000     3.000     3.000     0.001     0.000     0.005     0.000     0.990     0.004     0.000     5.000
     3.000     3.000     3.000     3.000     3.000     0.001     0.000     0.005     0.000     0.990     0.004     0.000     5.000
     2.000     2.000     2.000     2.000     2.000     0.003     0.017     0.976     0.000     0.001     0.000     0.004     3.000
     3.000     2.000     2.000     3.000     3.000     0.010     0.000     0.033     0.000     0.956     0.000     0.000     5.000
     2.000     2.000     3.000     2.000     2.000     0.002     0.002     0.985     0.000     0.003     0.000     0.008     3.000
     3.000     3.000     3.000     3.000     3.000     0.001     0.000     0.005     0.000     0.990     0.004     0.000     5.000
     2.000     2.000     2.000     3.000     3.000     0.848     0.000     0.039     0.000     0.114     0.000     0.000     1.000
     3.000     3.000     3.000     3.000     3.000     0.001     0.000     0.005     0.000     0.990     0.004     0.000     5.000
     3.000     2.000     3.000     2.000     3.000     0.000     0.000     0.949     0.013     0.038     0.000     0.000     3.000
     3.000     3.000     3.000     3.000     3.000     0.001     0.000     0.005     0.000     0.990     0.004     0.000     5.000
     2.000     2.000     3.000     3.000     3.000     0.621     0.000     0.041     0.000     0.338     0.000     0.000     1.000
     2.000     3.000     2.000     2.000     2.000     0.002     0.002     0.988     0.000     0.002     0.000     0.006     3.000
     3.000     3.000     2.000     3.000     3.000     0.003     0.000     0.014     0.000     0.983     0.001     0.000     5.000
     3.000     3.000     3.000     3.000     3.000     0.001     0.000     0.005     0.000     0.990     0.004     0.000     5.000
     4.000     4.000     3.000     3.000     3.000     0.000     0.000     0.000     0.001     0.553     0.446     0.000     5.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     4.000     4.000     4.000     4.000     4.000     0.000     0.000     0.000     0.000     0.001     0.999     0.000     6.000
     3.000     3.000     2.000     1.000     4.000     0.000     0.000     0.479     0.506     0.000     0.000     0.015     4.000
     3.000     3.000     3.000     1.000     3.000     0.000     0.000     0.408     0.587     0.000     0.000     0.005     4.000
     2.000     3.000     3.000     1.000     3.000     0.000     0.001     0.359     0.003     0.000     0.000     0.636     7.000
     2.000     3.000     3.000     2.000     2.000     0.001     0.000     0.979     0.000     0.007     0.000     0.013     3.000
     2.000     3.000     3.000     2.000     3.000     0.001     0.000     0.924     0.000     0.009     0.000     0.065     3.000
     3.000     3.000     3.000     2.000     3.000     0.000     0.000     0.836     0.079     0.084     0.000     0.000     3.000
     3.000     3.000     3.000     2.000     3.000     0.000     0.000     0.836     0.079     0.084     0.000     0.000     3.000
